,file_name,total_RNAs
114,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_011_results_results_cell_26.npz,44
115,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_011_results_results_cell_27.npz,90
116,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_011_results_results_cell_28.npz,11
117,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_011_results_results_cell_29.npz,2
118,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_011_results_results_cell_30.npz,13
119,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_011_results_results_cell_31.npz,158
120,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_011_results_results_cell_32.npz,1293
121,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_011_results_results_cell_33.npz,31
122,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_001_results_results_cell_0.npz,2
123,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_001_results_results_cell_1.npz,16
124,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_001_results_results_cell_2.npz,2
125,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_001_results_results_cell_3.npz,1
126,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_001_results_results_cell_4.npz,5
127,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_001_results_results_cell_5.npz,5
128,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_001_results_results_cell_6.npz,20
129,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_001_results_results_cell_7.npz,0
130,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_001_results_results_cell_8.npz,20
131,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_001_results_results_cell_9.npz,3
132,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_001_results_results_cell_10.npz,0
133,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_001_results_results_cell_11.npz,4
134,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_001_results_results_cell_12.npz,2
135,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_001_results_results_cell_13.npz,6
136,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_001_results_results_cell_14.npz,4
137,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_001_results_results_cell_15.npz,2
138,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_001_results_results_cell_16.npz,5
139,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_001_results_results_cell_17.npz,6
140,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_001_results_results_cell_18.npz,0
141,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_001_results_results_cell_19.npz,4
142,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_001_results_results_cell_20.npz,2
143,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_001_results_results_cell_21.npz,1
144,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_001_results_results_cell_22.npz,1
145,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_001_results_results_cell_23.npz,0
146,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_001_results_results_cell_24.npz,4
147,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_001_results_results_cell_25.npz,5
148,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_001_results_results_cell_26.npz,5
149,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_001_results_results_cell_27.npz,3
150,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_001_results_results_cell_28.npz,839
151,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_001_results_results_cell_29.npz,1
152,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_001_results_results_cell_30.npz,5
153,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_001_results_results_cell_31.npz,27
154,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_001_results_results_cell_32.npz,0
155,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_001_results_results_cell_33.npz,5
156,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_001_results_results_cell_34.npz,6
157,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_001_results_results_cell_35.npz,13
158,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_001_results_results_cell_36.npz,17
159,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_001_results_results_cell_37.npz,1
160,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_001_results_results_cell_38.npz,5
161,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_001_results_results_cell_39.npz,1
162,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_002_results_results_cell_0.npz,1
163,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_002_results_results_cell_1.npz,11
164,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_002_results_results_cell_2.npz,10
165,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_002_results_results_cell_3.npz,4
166,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_002_results_results_cell_4.npz,0
167,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_002_results_results_cell_5.npz,1
168,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_002_results_results_cell_6.npz,3
169,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_002_results_results_cell_7.npz,0
170,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_002_results_results_cell_8.npz,5
171,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_002_results_results_cell_9.npz,1
172,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_002_results_results_cell_10.npz,0
173,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_002_results_results_cell_11.npz,0
174,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_002_results_results_cell_12.npz,0
175,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_002_results_results_cell_13.npz,0
176,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_002_results_results_cell_14.npz,3
177,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_002_results_results_cell_15.npz,5
178,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_002_results_results_cell_16.npz,4
179,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_002_results_results_cell_17.npz,2
180,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_002_results_results_cell_18.npz,2
181,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_002_results_results_cell_19.npz,3
182,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_002_results_results_cell_20.npz,0
183,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_002_results_results_cell_21.npz,2
184,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_002_results_results_cell_22.npz,3
185,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_002_results_results_cell_23.npz,4
186,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_002_results_results_cell_24.npz,1
187,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_002_results_results_cell_25.npz,0
188,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_002_results_results_cell_26.npz,1
189,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_002_results_results_cell_27.npz,25
190,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_002_results_results_cell_28.npz,0
191,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_002_results_results_cell_29.npz,1
192,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_002_results_results_cell_30.npz,1
193,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_002_results_results_cell_31.npz,1
194,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_002_results_results_cell_32.npz,8
195,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_002_results_results_cell_33.npz,1
196,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_002_results_results_cell_34.npz,7
197,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_002_results_results_cell_35.npz,2
198,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_002_results_results_cell_36.npz,3
199,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_002_results_results_cell_37.npz,5
200,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_002_results_results_cell_38.npz,9
201,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_002_results_results_cell_39.npz,5
202,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_008_results_results_cell_0.npz,11
203,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_008_results_results_cell_1.npz,20
204,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_008_results_results_cell_2.npz,2136
205,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_008_results_results_cell_3.npz,6
206,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_008_results_results_cell_4.npz,1285
207,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_008_results_results_cell_5.npz,126
208,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_008_results_results_cell_6.npz,2
209,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_008_results_results_cell_7.npz,48
210,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_008_results_results_cell_8.npz,61
211,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_008_results_results_cell_9.npz,1654
212,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_008_results_results_cell_10.npz,8
213,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_008_results_results_cell_11.npz,3
214,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_008_results_results_cell_12.npz,2
215,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_008_results_results_cell_13.npz,2
216,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_008_results_results_cell_14.npz,70
217,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_008_results_results_cell_15.npz,38
218,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_008_results_results_cell_16.npz,39
219,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_008_results_results_cell_17.npz,22
220,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_008_results_results_cell_18.npz,139
221,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_008_results_results_cell_19.npz,1384
222,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_008_results_results_cell_20.npz,2620
223,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_008_results_results_cell_21.npz,51
224,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_008_results_results_cell_22.npz,15
225,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_008_results_results_cell_23.npz,1
226,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_008_results_results_cell_24.npz,13
227,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_008_results_results_cell_25.npz,3
228,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_008_results_results_cell_26.npz,1
229,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_008_results_results_cell_27.npz,4
230,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_008_results_results_cell_28.npz,7
231,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_008_results_results_cell_29.npz,1
232,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_008_results_results_cell_30.npz,3
233,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_008_results_results_cell_31.npz,0
234,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_009_results_results_cell_0.npz,850
235,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_009_results_results_cell_1.npz,1463
236,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_009_results_results_cell_2.npz,2281
237,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_009_results_results_cell_3.npz,1296
238,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_009_results_results_cell_4.npz,585
239,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_009_results_results_cell_5.npz,7
240,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_009_results_results_cell_6.npz,4
241,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_009_results_results_cell_7.npz,4
242,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_009_results_results_cell_8.npz,2
243,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_009_results_results_cell_9.npz,1
244,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_009_results_results_cell_10.npz,1
245,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_009_results_results_cell_11.npz,4
246,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_009_results_results_cell_12.npz,4
247,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_009_results_results_cell_13.npz,3
248,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_009_results_results_cell_14.npz,9
249,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_009_results_results_cell_15.npz,0
250,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_009_results_results_cell_16.npz,1
251,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_009_results_results_cell_17.npz,5
252,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_009_results_results_cell_18.npz,1
253,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_009_results_results_cell_19.npz,8
254,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_009_results_results_cell_20.npz,1
255,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_009_results_results_cell_21.npz,1
256,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_009_results_results_cell_22.npz,27
257,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_009_results_results_cell_23.npz,17
258,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_009_results_results_cell_24.npz,56
259,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_009_results_results_cell_25.npz,4
260,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_009_results_results_cell_26.npz,6
261,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_009_results_results_cell_27.npz,50
262,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_009_results_results_cell_28.npz,9
263,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_009_results_results_cell_29.npz,1
264,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_009_results_results_cell_30.npz,1
265,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_009_results_results_cell_31.npz,17
266,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_009_results_results_cell_32.npz,0
267,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_009_results_results_cell_33.npz,22
268,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_009_results_results_cell_34.npz,2
269,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_009_results_results_cell_35.npz,8
270,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_004_results_results_cell_0.npz,5
271,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_004_results_results_cell_1.npz,28
272,20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_004_results_results_cell_2.npz,29
