,file_name,total_RNAs
63,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_013_results_results_cell_11.npz,8
64,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_013_results_results_cell_12.npz,18
65,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_013_results_results_cell_13.npz,35
66,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_013_results_results_cell_14.npz,31
67,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_013_results_results_cell_15.npz,24
68,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_013_results_results_cell_16.npz,10
69,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_013_results_results_cell_17.npz,8
70,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_013_results_results_cell_18.npz,13
71,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_013_results_results_cell_19.npz,4
72,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_013_results_results_cell_20.npz,33
73,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_013_results_results_cell_21.npz,20
74,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_013_results_results_cell_22.npz,66
75,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_013_results_results_cell_23.npz,2
76,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_013_results_results_cell_24.npz,21
77,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_013_results_results_cell_25.npz,88
78,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_013_results_results_cell_26.npz,52
79,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_013_results_results_cell_27.npz,14
80,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_013_results_results_cell_28.npz,34
81,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_013_results_results_cell_29.npz,61
82,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_013_results_results_cell_30.npz,46
83,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_013_results_results_cell_31.npz,20
84,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_013_results_results_cell_32.npz,56
85,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_013_results_results_cell_33.npz,45
86,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_013_results_results_cell_34.npz,48
87,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_013_results_results_cell_35.npz,47
88,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_013_results_results_cell_36.npz,124
89,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_013_results_results_cell_37.npz,17
90,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_006_results_results_cell_0.npz,339
91,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_006_results_results_cell_1.npz,194
92,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_006_results_results_cell_2.npz,173
93,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_006_results_results_cell_3.npz,97
94,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_006_results_results_cell_4.npz,80
95,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_006_results_results_cell_5.npz,426
96,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_006_results_results_cell_6.npz,251
97,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_006_results_results_cell_7.npz,183
98,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_006_results_results_cell_8.npz,37
99,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_006_results_results_cell_9.npz,85
100,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_006_results_results_cell_10.npz,146
101,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_006_results_results_cell_11.npz,184
102,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_006_results_results_cell_12.npz,281
103,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_006_results_results_cell_13.npz,126
104,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_006_results_results_cell_14.npz,129
105,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_006_results_results_cell_15.npz,20
106,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_006_results_results_cell_16.npz,121
107,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_006_results_results_cell_17.npz,12
108,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_006_results_results_cell_18.npz,61
109,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_006_results_results_cell_19.npz,158
110,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_006_results_results_cell_20.npz,134
111,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_006_results_results_cell_21.npz,77
112,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_006_results_results_cell_22.npz,200
113,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_006_results_results_cell_23.npz,297
114,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_006_results_results_cell_24.npz,81
115,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_006_results_results_cell_25.npz,124
116,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_006_results_results_cell_26.npz,125
117,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_006_results_results_cell_27.npz,76
118,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_006_results_results_cell_28.npz,18
119,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_0.npz,4962
120,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_1.npz,614
121,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_2.npz,3783
122,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_3.npz,573
123,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_4.npz,1175
124,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_5.npz,1392
125,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_6.npz,1144
126,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_7.npz,4337
127,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_8.npz,5717
128,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_9.npz,3450
129,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_10.npz,3723
130,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_11.npz,286
131,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_12.npz,244
132,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_13.npz,117
133,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_14.npz,5325
134,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_15.npz,366
135,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_16.npz,1578
136,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_17.npz,1229
137,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_18.npz,138
138,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_19.npz,5191
139,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_20.npz,2214
140,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_21.npz,3130
141,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_22.npz,5258
142,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_23.npz,4063
143,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_24.npz,4904
144,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_25.npz,3268
145,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_26.npz,1398
146,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_27.npz,2585
147,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_28.npz,842
148,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_29.npz,1463
149,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_30.npz,2680
150,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_31.npz,228
151,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_32.npz,248
152,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_33.npz,290
153,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_34.npz,160
154,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_35.npz,1184
155,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_36.npz,1143
156,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_37.npz,311
157,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_38.npz,246
158,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_39.npz,7129
159,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_40.npz,3377
160,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_41.npz,2511
161,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_42.npz,3788
162,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_43.npz,3209
163,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_44.npz,5149
164,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_45.npz,4262
165,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_46.npz,6318
166,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_47.npz,3005
167,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_48.npz,3604
168,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_49.npz,1347
169,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_50.npz,590
170,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_51.npz,350
171,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_52.npz,794
172,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_53.npz,774
173,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_54.npz,1412
174,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_55.npz,237
175,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_56.npz,743
176,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_57.npz,488
177,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_58.npz,66
178,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_59.npz,975
179,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_60.npz,219
180,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_61.npz,1484
181,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_62.npz,170
182,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_63.npz,712
183,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_64.npz,137
184,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_65.npz,2035
185,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_66.npz,1311
186,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_67.npz,1066
187,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_68.npz,192
188,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_69.npz,783
189,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_70.npz,213
190,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_71.npz,78
191,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_72.npz,482
192,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_73.npz,385
193,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_74.npz,376
194,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_75.npz,241
195,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_76.npz,294
196,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_77.npz,147
197,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_78.npz,363
198,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_79.npz,76
199,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_80.npz,362
200,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_81.npz,350
201,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_82.npz,601
202,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_83.npz,61
203,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_84.npz,990
204,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_006_results_results_cell_85.npz,295
205,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_003_results_results_cell_0.npz,40
206,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_003_results_results_cell_1.npz,35
207,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_003_results_results_cell_2.npz,2
208,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_003_results_results_cell_3.npz,29
209,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_003_results_results_cell_4.npz,61
210,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_003_results_results_cell_5.npz,11
211,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_003_results_results_cell_6.npz,91
212,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_003_results_results_cell_7.npz,55
213,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_003_results_results_cell_8.npz,128
214,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_003_results_results_cell_9.npz,66
215,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_003_results_results_cell_10.npz,103
216,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_003_results_results_cell_11.npz,97
217,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_003_results_results_cell_12.npz,217
218,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_003_results_results_cell_13.npz,67
219,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_003_results_results_cell_14.npz,33
220,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_003_results_results_cell_15.npz,39
221,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_003_results_results_cell_16.npz,77
222,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_003_results_results_cell_17.npz,63
223,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_003_results_results_cell_18.npz,156
224,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_003_results_results_cell_19.npz,67
225,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_003_results_results_cell_20.npz,43
226,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_003_results_results_cell_21.npz,82
227,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_003_results_results_cell_22.npz,206
228,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_003_results_results_cell_23.npz,73
229,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_003_results_results_cell_24.npz,78
230,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_003_results_results_cell_25.npz,47
231,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_003_results_results_cell_26.npz,35
232,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_003_results_results_cell_27.npz,9
233,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_003_results_results_cell_28.npz,56
234,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_003_results_results_cell_29.npz,32
235,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_003_results_results_cell_30.npz,237
236,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_003_results_results_cell_31.npz,152
237,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_003_results_results_cell_32.npz,172
238,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_003_results_results_cell_33.npz,73
239,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_003_results_results_cell_34.npz,142
240,20221221_221221_smFISH_WT_no_virus_rep3_72hpi_003_results_results_cell_35.npz,80
241,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_003_results_results_cell_0.npz,26
242,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_003_results_results_cell_1.npz,2048
243,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_003_results_results_cell_2.npz,36
244,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_003_results_results_cell_3.npz,2
245,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_003_results_results_cell_4.npz,15
246,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_003_results_results_cell_5.npz,12
247,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_003_results_results_cell_6.npz,582
248,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_003_results_results_cell_7.npz,1244
249,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_003_results_results_cell_8.npz,1203
250,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_003_results_results_cell_9.npz,2105
251,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_003_results_results_cell_10.npz,10815
252,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_003_results_results_cell_11.npz,5
253,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_003_results_results_cell_12.npz,7
254,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_003_results_results_cell_13.npz,367
255,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_003_results_results_cell_14.npz,1028
256,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_003_results_results_cell_15.npz,2931
257,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_003_results_results_cell_16.npz,1698
258,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_003_results_results_cell_17.npz,1408
259,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_003_results_results_cell_18.npz,3217
260,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_003_results_results_cell_19.npz,2322
261,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_003_results_results_cell_20.npz,359
262,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_003_results_results_cell_21.npz,3152
263,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_003_results_results_cell_22.npz,2683
264,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_003_results_results_cell_23.npz,39
265,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_003_results_results_cell_24.npz,391
266,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_003_results_results_cell_25.npz,134
267,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_003_results_results_cell_26.npz,32
268,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_003_results_results_cell_27.npz,26
269,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_003_results_results_cell_28.npz,501
270,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_003_results_results_cell_29.npz,149
271,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_003_results_results_cell_30.npz,104
272,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_003_results_results_cell_31.npz,50
273,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_003_results_results_cell_32.npz,1232
274,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_003_results_results_cell_33.npz,1270
275,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_003_results_results_cell_34.npz,1231
276,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_003_results_results_cell_35.npz,361
277,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_003_results_results_cell_36.npz,939
278,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_003_results_results_cell_37.npz,51
279,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_003_results_results_cell_38.npz,903
280,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_003_results_results_cell_39.npz,1401
281,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_003_results_results_cell_40.npz,448
282,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_003_results_results_cell_41.npz,2062
283,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_003_results_results_cell_42.npz,911
284,20221221_221221_smFISH_MKRN1KO_HIV_rep3_72hpi_003_results_results_cell_43.npz,796
