,file_name,total_RNAs
47,20221123_221123_smFISH_72hpi_MKRN1KO_HIV_009_results_results_cell_19.npz,4988
48,20221123_221123_smFISH_72hpi_MKRN1KO_HIV_009_results_results_cell_20.npz,1547
49,20221123_221123_smFISH_72hpi_MKRN1KO_HIV_009_results_results_cell_21.npz,169
50,20221123_221123_smFISH_72hpi_MKRN1KO_HIV_009_results_results_cell_22.npz,481
51,20221123_221123_smFISH_72hpi_MKRN1KO_HIV_009_results_results_cell_23.npz,60
52,20221123_221123_smFISH_72hpi_MKRN1KO_HIV_009_results_results_cell_24.npz,0
53,20221123_221123_smFISH_72hpi_MKRN1KO_HIV_009_results_results_cell_25.npz,41
54,20221123_221123_smFISH_72hpi_MKRN1KO_HIV_009_results_results_cell_26.npz,14
55,20221123_221123_smFISH_72hpi_MKRN1KO_HIV_003_results_results_cell_0.npz,3245
56,20221123_221123_smFISH_72hpi_MKRN1KO_HIV_003_results_results_cell_1.npz,2078
57,20221123_221123_smFISH_72hpi_MKRN1KO_HIV_003_results_results_cell_2.npz,4682
58,20221123_221123_smFISH_72hpi_MKRN1KO_HIV_003_results_results_cell_3.npz,6019
59,20221123_221123_smFISH_72hpi_MKRN1KO_HIV_003_results_results_cell_4.npz,1529
60,20221123_221123_smFISH_72hpi_MKRN1KO_HIV_003_results_results_cell_5.npz,2106
61,20221123_221123_smFISH_72hpi_MKRN1KO_HIV_003_results_results_cell_6.npz,1999
62,20221123_221123_smFISH_72hpi_MKRN1KO_HIV_003_results_results_cell_7.npz,2413
63,20221123_221123_smFISH_72hpi_MKRN1KO_HIV_003_results_results_cell_8.npz,2152
64,20221123_221123_smFISH_72hpi_MKRN1KO_HIV_003_results_results_cell_9.npz,163
65,20221123_221123_smFISH_72hpi_MKRN1KO_HIV_003_results_results_cell_10.npz,69
66,20221123_221123_smFISH_72hpi_MKRN1KO_HIV_003_results_results_cell_11.npz,2231
67,20221123_221123_smFISH_72hpi_MKRN1KO_HIV_003_results_results_cell_12.npz,542
68,20221123_221123_smFISH_72hpi_MKRN1KO_HIV_003_results_results_cell_13.npz,96
69,20221123_221123_smFISH_72hpi_MKRN1KO_HIV_003_results_results_cell_14.npz,2
70,20221123_221123_smFISH_72hpi_MKRN1KO_HIV_003_results_results_cell_15.npz,199
71,20221123_221123_smFISH_72hpi_MKRN1KO_HIV_003_results_results_cell_16.npz,218
72,20221123_221123_smFISH_72hpi_MKRN1KO_HIV_003_results_results_cell_17.npz,242
73,20221123_221123_smFISH_72hpi_MKRN1KO_HIV_003_results_results_cell_18.npz,51
74,20221123_221123_smFISH_72hpi_MKRN1KO_HIV_003_results_results_cell_19.npz,76
75,20221123_221123_smFISH_72hpi_MKRN1KO_HIV_003_results_results_cell_20.npz,71
76,20221123_221123_smFISH_72hpi_MKRN1KO_HIV_003_results_results_cell_21.npz,52
77,20221123_221123_smFISH_72hpi_MKRN1KO_HIV_003_results_results_cell_22.npz,81
78,20221123_221123_smFISH_72hpi_MKRN1KO_HIV_003_results_results_cell_23.npz,102
79,20221123_221123_smFISH_72hpi_MKRN1KO_HIV_003_results_results_cell_24.npz,7
80,20221123_221123_smFISH_72hpi_MKRN1KO_HIV_003_results_results_cell_25.npz,27
81,20221123_221123_smFISH_72hpi_MKRN1KO_HIV_003_results_results_cell_26.npz,5
82,20221123_221123_smFISH_72hpi_MKRN1KO_HIV_003_results_results_cell_27.npz,19
83,20221123_221123_smFISH_72hpi_MKRN1KO_HIV_003_results_results_cell_28.npz,35
84,20221123_221123_smFISH_72hpi_MKRN1KO_HIV_003_results_results_cell_29.npz,67
85,20221123_221123_smFISH_72hpi_MKRN1KO_HIV_003_results_results_cell_30.npz,8
86,20221123_221123_smFISH_72hpi_MKRN1KO_HIV_001_results_results_cell_0.npz,119
87,20221123_221123_smFISH_72hpi_MKRN1KO_HIV_001_results_results_cell_1.npz,73
88,20221123_221123_smFISH_72hpi_MKRN1KO_HIV_001_results_results_cell_2.npz,159
89,20221123_221123_smFISH_72hpi_MKRN1KO_HIV_001_results_results_cell_3.npz,1148
90,20221123_221123_smFISH_72hpi_MKRN1KO_HIV_001_results_results_cell_4.npz,30
91,20221123_221123_smFISH_72hpi_MKRN1KO_HIV_001_results_results_cell_5.npz,5628
92,20221123_221123_smFISH_72hpi_MKRN1KO_HIV_001_results_results_cell_6.npz,5592
93,20221123_221123_smFISH_72hpi_MKRN1KO_HIV_001_results_results_cell_7.npz,2408
94,20221123_221123_smFISH_72hpi_MKRN1KO_HIV_001_results_results_cell_8.npz,984
95,20221123_221123_smFISH_72hpi_MKRN1KO_HIV_001_results_results_cell_9.npz,419
96,20221123_221123_smFISH_72hpi_MKRN1KO_HIV_001_results_results_cell_10.npz,4517
97,20221123_221123_smFISH_72hpi_MKRN1KO_HIV_001_results_results_cell_11.npz,86
98,20221123_221123_smFISH_72hpi_MKRN1KO_HIV_001_results_results_cell_12.npz,77
99,20221123_221123_smFISH_72hpi_MKRN1KO_HIV_001_results_results_cell_13.npz,111
100,20221123_221123_smFISH_72hpi_MKRN1KO_HIV_001_results_results_cell_14.npz,47
101,20221123_221123_smFISH_72hpi_MKRN1KO_HIV_001_results_results_cell_15.npz,1787
102,20221123_221123_smFISH_72hpi_MKRN1KO_HIV_001_results_results_cell_16.npz,669
103,20221123_221123_smFISH_72hpi_MKRN1KO_HIV_001_results_results_cell_17.npz,89
104,20221123_221123_smFISH_72hpi_MKRN1KO_HIV_001_results_results_cell_18.npz,1248
105,20221123_221123_smFISH_72hpi_MKRN1KO_HIV_001_results_results_cell_19.npz,2118
106,20221123_221123_smFISH_72hpi_MKRN1KO_HIV_001_results_results_cell_20.npz,172
107,20221123_221123_smFISH_72hpi_MKRN1KO_HIV_001_results_results_cell_21.npz,13
108,20221123_221123_smFISH_72hpi_MKRN1KO_HIV_001_results_results_cell_22.npz,10562
109,20221123_221123_smFISH_72hpi_MKRN1KO_HIV_001_results_results_cell_23.npz,111
110,20221123_221123_smFISH_72hpi_MKRN1KO_HIV_001_results_results_cell_24.npz,358
111,20221123_221123_smFISH_72hpi_MKRN1KO_HIV_001_results_results_cell_25.npz,165
112,20221123_221123_smFISH_72hpi_MKRN1KO_HIV_001_results_results_cell_26.npz,12
113,20221123_221123_smFISH_72hpi_MKRN1KO_HIV_001_results_results_cell_27.npz,10
114,20221123_221123_smFISH_72hpi_MKRN1KO_HIV_001_results_results_cell_28.npz,21
115,20221123_221123_smFISH_72hpi_MKRN1KO_HIV_001_results_results_cell_29.npz,19
116,20221123_221123_smFISH_72hpi_MKRN1KO_HIV_001_results_results_cell_30.npz,14
117,20221123_221123_smFISH_72hpi_MKRN1KO_HIV_001_results_results_cell_31.npz,16
118,20221123_221123_smFISH_72hpi_MKRN1KO_HIV_001_results_results_cell_32.npz,5
119,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_0.npz,4
120,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_1.npz,66
121,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_2.npz,14
122,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_3.npz,0
123,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_4.npz,6
124,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_5.npz,33
125,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_6.npz,0
126,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_7.npz,3
127,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_8.npz,2
128,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_9.npz,0
129,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_10.npz,5
130,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_11.npz,0
131,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_12.npz,1
132,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_13.npz,1
133,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_14.npz,795
134,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_15.npz,589
135,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_16.npz,10
136,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_17.npz,15
137,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_18.npz,6
138,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_19.npz,180
139,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_20.npz,3072
140,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_21.npz,721
141,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_22.npz,613
142,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_23.npz,18
143,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_24.npz,666
144,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_25.npz,12
145,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_26.npz,64
146,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_27.npz,80
147,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_28.npz,82
148,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_29.npz,143
149,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_30.npz,207
150,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_31.npz,16
151,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_32.npz,27
152,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_33.npz,38
153,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_34.npz,48
154,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_35.npz,817
155,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_36.npz,0
156,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_37.npz,29
157,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_38.npz,37
158,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_39.npz,0
159,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_40.npz,0
160,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_41.npz,0
161,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_42.npz,0
162,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_43.npz,719
163,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_44.npz,687
164,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_45.npz,778
165,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_46.npz,0
166,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_47.npz,558
167,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_48.npz,0
168,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_49.npz,8
169,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_50.npz,244
170,20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_0.npz,1
171,20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_1.npz,1
172,20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_2.npz,0
173,20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_3.npz,0
174,20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_4.npz,0
175,20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_5.npz,0
176,20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_6.npz,1
177,20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_7.npz,2
178,20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_8.npz,2
179,20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_9.npz,0
180,20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_10.npz,2
181,20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_11.npz,0
182,20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_12.npz,0
183,20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_13.npz,3
184,20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_14.npz,2
185,20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_15.npz,2
186,20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_16.npz,0
187,20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_17.npz,0
188,20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_18.npz,0
189,20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_19.npz,1
190,20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_20.npz,1
191,20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_21.npz,1
192,20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_22.npz,2
193,20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_23.npz,0
194,20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_24.npz,1
195,20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_25.npz,0
196,20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_26.npz,0
197,20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_27.npz,0
198,20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_28.npz,2
199,20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_29.npz,0
200,20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_30.npz,2
201,20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_31.npz,0
202,20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_32.npz,2
203,20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_33.npz,0
204,20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_34.npz,0
205,20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_35.npz,0
206,20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_36.npz,0
207,20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_37.npz,0
208,20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_38.npz,0
209,20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_39.npz,0
210,20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_40.npz,0
211,20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_41.npz,0
212,20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_42.npz,2
213,20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_43.npz,1
214,20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_44.npz,1
215,20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_45.npz,1
216,20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_46.npz,0
217,20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_47.npz,0
218,20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_48.npz,1
219,20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_49.npz,1
220,20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_50.npz,2
221,20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_51.npz,1
222,20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_52.npz,1
223,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_0.npz,3785
224,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_1.npz,831
225,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_2.npz,640
226,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_3.npz,4
227,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_4.npz,172
228,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_5.npz,2658
229,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_6.npz,444
230,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_7.npz,493
231,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_8.npz,738
232,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_9.npz,1981
233,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_10.npz,1139
234,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_11.npz,4020
235,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_12.npz,71
236,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_13.npz,416
237,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_14.npz,64
238,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_15.npz,463
239,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_16.npz,99
240,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_17.npz,105
241,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_18.npz,33
242,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_19.npz,104
243,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_20.npz,44
244,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_21.npz,120
245,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_22.npz,176
246,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_23.npz,175
247,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_24.npz,44
248,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_25.npz,170
249,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_26.npz,40
250,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_27.npz,1
251,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_28.npz,0
252,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_29.npz,230
253,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_30.npz,107
254,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_31.npz,116
255,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_32.npz,230
256,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_33.npz,143
257,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_34.npz,103
258,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_35.npz,266
259,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_36.npz,350
260,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_37.npz,468
261,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_38.npz,35
262,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_39.npz,338
263,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_40.npz,42
264,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_41.npz,66
265,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_42.npz,36
266,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_43.npz,46
267,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_44.npz,35
268,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_45.npz,181
269,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_46.npz,181
270,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_47.npz,186
271,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_48.npz,92
272,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_49.npz,80
273,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_50.npz,112
274,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_51.npz,69
275,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_52.npz,370
276,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_53.npz,1088
277,20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_54.npz,0
278,20221218_221218_smFISH_WT_no_virus_rep2_72hpi_003_results_results_cell_0.npz,0
279,20221218_221218_smFISH_WT_no_virus_rep2_72hpi_003_results_results_cell_1.npz,1
280,20221218_221218_smFISH_WT_no_virus_rep2_72hpi_003_results_results_cell_2.npz,3
281,20221218_221218_smFISH_WT_no_virus_rep2_72hpi_003_results_results_cell_3.npz,2
282,20221218_221218_smFISH_WT_no_virus_rep2_72hpi_003_results_results_cell_4.npz,0
283,20221218_221218_smFISH_WT_no_virus_rep2_72hpi_003_results_results_cell_5.npz,0
284,20221218_221218_smFISH_WT_no_virus_rep2_72hpi_003_results_results_cell_6.npz,0
285,20221218_221218_smFISH_WT_no_virus_rep2_72hpi_003_results_results_cell_7.npz,0
286,20221218_221218_smFISH_WT_no_virus_rep2_72hpi_003_results_results_cell_8.npz,0
287,20221218_221218_smFISH_WT_no_virus_rep2_72hpi_003_results_results_cell_9.npz,1
288,20221218_221218_smFISH_WT_no_virus_rep2_72hpi_003_results_results_cell_10.npz,1
289,20221218_221218_smFISH_WT_no_virus_rep2_72hpi_003_results_results_cell_11.npz,4
